Airtemp,Rel.Hum,Rain,W.Speed,leaf wetness hr.,Bacterial leaf spot,Downy mildew,Powdery mildew,Alternariablight,Rhizopusrot,Girdle beetle
29.8,56,0,0.4,0,0,0,1,0,0,0
29,57,0,0.5,0,0,0,1,0,0,0
28.6,58,0,0.5,0,0,0,1,0,0,0
28.7,59,0,0.5,0,0,0,1,0,0,0
29,62,0,0.4,0,0,0,0,0,0,1
29.1,64,0.4,0.4,0,0,0,0,0,1,0
29,63,0,0.4,0,0,0,0,0,0,1
29.2,65,0,0.3,0,0,0,0,0,0,1
27.9,72,3.4,0.3,4.5,0,0,0,0,1,0
26.8,83,23.4,0.2,5.33,1,0,0,0,1,0
26.7,86,1.8,0.1,4.08,1,0,0,0,1,0
27.7,80,0,0.1,0,1,0,0,0,0,1
25.3,91,70.6,0.3,14.58,1,0,0,0,0,0
24.2,98,0.4,0.3,0.58,0,0,0,0,0,0
24.1,95,4,0.1,1.75,1,0,0,0,0,0
23.5,95,3.2,0.3,0,0,0,0,0,0,0
25.4,90,0,0.3,0,1,0,0,0,0,0
25.7,87,0,0.2,0,1,0,0,0,0,0
25.9,82,1.4,0.1,0,1,0,0,0,1,0
26.2,79,0,0.2,0,0,0,0,0,0,1
26.6,77,0,0.2,0,0,0,0,0,0,1
26.9,77,0,0.2,0,0,0,0,0,0,1
27.4,77,0.2,0.1,0,0,0,0,0,1,0
27.7,74,0,0,0,0,0,0,0,0,1
27.3,75,0,0.1,0,0,0,0,0,0,1
27.4,73,0,0.1,0,0,0,0,0,0,1
27.2,76,0.2,0.1,0,0,0,0,0,1,0
26.8,79,0,0.1,0,0,0,0,0,0,1
27.9,77,0,0.1,0,0,0,0,0,0,1
27.3,80,0.4,0.1,0,1,0,0,0,1,0
27.5,80,0,0.2,0,1,0,0,0,0,1
27.4,82,46.6,0.1,3.92,1,0,0,0,1,0
25.2,92,0,0.1,9.67,1,0,0,0,0,0
26,88,0.8,0.1,0.33,1,0,0,0,1,0
26.8,85,0,0.1,7.92,1,0,0,0,0,0
26.5,87,21.2,0.1,12.42,1,0,0,0,1,0
25.4,92,18.6,0,7.83,1,0,0,0,0,0
25.7,93,6.2,0,3.83,1,0,0,0,0,0
25.9,92,0.8,0.1,0,1,0,0,0,0,0
25.6,93,1.2,0.4,2.42,1,0,0,0,0,0
25,97,4,0,3.83,0,0,0,0,0,0
25.2,95,0.4,0.1,0,1,0,0,0,0,0
26,92,0.4,0,0,1,0,0,0,0,0
24.8,95,4.8,0.1,13.75,1,0,0,0,0,0
23.3,100,15.6,0,23,0,0,0,0,0,0
24.5,99,4.8,0,18.42,0,0,0,0,0,0
23.6,99,26.4,0,13.17,0,0,0,0,0,0
23.3,100,4.8,0,9.75,0,0,0,0,0,0
22.3,99,5.8,0.2,11,0,0,0,0,0,0
23.6,97,11.6,0.2,10.08,0,0,0,0,0,0
25.2,93,1,0.3,0,1,0,0,0,0,0
25.3,93,1.2,0.2,1.67,1,0,0,0,0,0
25.3,90,0,0.3,0,1,0,0,0,0,0
25.3,90,0.2,0.3,0,1,0,0,0,1,0
25,93,1.2,0.3,4.42,1,0,0,0,0,0
24.7,92,0.8,0.2,1.5,1,0,0,0,0,0
25.1,93,0.6,0.2,0,1,0,0,0,0,0
24.8,92,0,0.3,0,1,0,0,0,0,0
25,90,0,0.2,0,1,0,0,0,0,0
25.8,88,2.2,0.3,3.17,1,0,0,0,1,0
25.8,87,0.4,0.3,0,1,0,0,0,1,0
24.9,90,0.2,0.1,0.17,1,0,0,0,1,0
24.9,91,0.8,0.3,8.92,1,0,0,0,0,0
24.5,93,1.6,0.2,1.5,1,0,0,0,0,0
24.2,95,2.4,0.2,10.75,1,0,0,0,0,0
23,99,7.6,0.1,20.67,0,0,0,0,0,0
23.4,97,2.4,0.2,12.58,0,0,0,0,0,0
24.6,94,1,0.3,3.33,1,0,0,0,0,0
25.3,90,0.2,0.1,0,1,0,0,0,1,0
24.1,96,3.8,0,4.58,0,0,0,0,0,0
23.5,98,6.2,0.1,5.5,0,0,0,0,0,0
22.5,99,19.8,0.1,11.5,0,0,0,0,0,0
22.5,99,21,0.1,17.33,0,0,0,0,0,0
23.9,96,1.6,0.4,4.42,0,0,0,0,0,0
23.2,98,5.4,0.2,12.83,0,0,0,0,0,0
22.7,98,24.2,0.1,12.33,0,0,0,0,0,0
23.7,95,1,0.2,1.08,0,0,0,0,0,0
23.7,96,1.6,0.1,8.08,0,0,0,0,0,0
23.3,96,0.2,0,0,0,0,0,0,0,0
22.4,99,5.6,0.1,7,0,0,0,0,0,0
21.6,100,35.2,0.1,13.33,0,0,0,0,0,0
21.6,100,37.6,0,21.67,0,0,0,0,0,0
22.7,99,13.8,0.1,18.08,0,0,0,0,0,0
23,99,26.2,0.1,9.42,0,0,0,0,0,0
23.3,98,6.2,0.2,13.17,0,0,0,0,0,0
23.9,98,3.6,0.2,16.58,0,0,0,0,0,0
24.4,95,0,0.3,5,1,0,0,0,0,0
24.5,95,1.2,0.1,0,1,0,0,0,0,0
24.1,97,13.2,0.2,2.75,0,0,0,0,0,0
23.6,98,2.8,0.2,14.08,0,0,0,0,0,0
23.2,99,2.4,0,11.08,0,0,0,0,0,0
23.5,98,12.2,0,5.75,0,0,0,0,0,0
24.2,93,0.4,0.2,0,1,0,0,0,0,0
24.1,94,0.4,0.2,0.75,1,0,0,0,0,0
24.8,92,0.6,0.3,0,1,0,0,0,0,0
24.6,93,0,0.1,0,1,0,0,0,0,0
24.2,93,0,0.2,0,1,0,0,0,0,0
23.8,95,3.2,0,7.92,0,0,0,0,0,0
24.1,93,1.2,0.1,10.25,1,0,0,0,0,0
23.4,94,5.2,0.1,6.33,0,0,0,0,0,0
23.2,94,0.6,0.1,9.25,0,0,0,0,0,0
23.5,94,1,0.2,0,0,0,0,0,0,0
23.7,95,1.6,0.1,3.42,0,0,0,0,0,0
23.5,94,1.2,0.1,0,0,0,0,0,0,0
23.4,94,2.4,0.1,4.75,0,0,0,0,0,0
24.4,88,0.2,0.3,0,1,0,0,0,1,0
23.5,93,5.2,0.1,3.58,0,0,0,0,0,0
24.1,92,1,0.1,4.67,1,0,0,0,0,0
24.2,88,0,0,0,1,0,0,0,0,0
25.2,86,0.4,0,0,1,0,0,0,1,0
25.7,89,0,0.2,0,1,0,0,0,0,0
25.2,91,3.6,0,0.83,1,0,0,0,0,0
25.5,87,0,0.1,0,1,0,0,0,0,0
25.5,89,0.6,0,0,1,0,0,0,1,0
25.5,90,49.6,0.1,0.08,1,0,0,0,1,0
25.5,90,4,0.2,0.33,1,0,0,0,1,0
25.7,90,29.2,0.1,9.42,1,0,0,0,1,0
25.7,91,1.8,0,11.75,1,0,0,0,0,0
25.6,92,6.6,0,10.58,1,0,0,0,0,0
24.6,96,10.4,0.1,6.25,0,0,0,0,0,0
23.6,96,27.6,0,5,0,0,0,0,0,0
23.7,97,12.8,0.1,1.25,0,0,0,0,0,0
23.2,98,3.8,0,0.75,0,0,0,0,0,0
23.9,97,2.6,0,1.17,0,0,0,0,0,0
25.1,90,0,0,0,1,0,0,0,0,0
24.3,94,0,0,0,1,0,0,0,0,0
25.4,91,0,0.1,0,1,0,0,0,0,0
24.9,92,0,0,0,1,0,0,0,0,0
24.6,89,0,0.1,0,1,0,0,0,0,0
25.5,85,0,0.1,0,1,0,0,0,0,0
25.6,85,2.8,0.1,0,1,0,0,0,1,0
25.6,86,0,0.1,0,1,0,0,0,0,0
24.6,89,0,0,0,1,0,0,0,0,0
24.8,90,1.8,0,1,1,0,0,0,1,0
24.8,87,0.2,0.1,0,1,0,0,0,1,0
25.4,89,0,0,0,1,0,0,0,0,0
23.8,95,1.4,0,4.92,0,0,0,0,0,0
25,90,4.2,0.3,11.17,1,0,0,0,1,0
25.3,91,0,0,10.92,1,0,0,0,0,0
24.8,94,10,0.1,6.67,1,0,0,0,0,0
24.2,95,20.4,0.1,14.75,1,0,0,0,0,0
24.1,96,5.2,0,12.33,0,0,0,0,0,0
24.4,91,0,0.1,10.33,1,0,0,0,0,0
25,91,13.4,0,0.33,1,0,0,0,0,0
24.9,92,0,0.1,9.92,1,0,0,0,0,0
25.7,87,0,0.2,0,1,0,0,0,0,0
26.3,82,0,0.1,0,1,0,0,0,0,0
26.2,81,0,0.1,0,1,0,0,0,0,0
25,80,0,0.2,0,1,0,0,0,0,1
25.1,77,0,0.4,0,0,0,0,0,0,1
24.7,77,0,0.4,0,0,0,0,0,0,1
24.7,77,0,0.4,0,0,0,0,0,0,1
25,76,0,0.4,0,0,0,0,0,0,1
24.9,75,0,0.2,0,0,0,0,0,0,1
24.5,71,0,0.2,0,0,0,0,0,0,1
24.2,78,0,0.3,0,0,0,0,0,0,1
24.9,77,1.4,0.3,0,0,0,0,0,1,0
24.7,78,0,0.3,0,0,0,0,0,0,1
24.5,78,0,0.4,0,0,0,0,0,0,1
23.6,78,0,0.5,0.42,0,0,0,0,0,1
22.9,77,0,0.4,0,0,0,0,0,0,1
23.3,74,0,0.3,0,0,0,0,0,0,1
22.6,72,0,0.4,0,0,0,0,0,0,1
22.6,74,0,0.5,0,0,0,0,0,0,1
23.4,82,0,0.5,0,0,0,0,0,0,0
23.9,81,0,0.5,0,0,0,0,0,0,0
24,81,0,0.5,0,1,0,0,0,0,0
24.1,80,0,0.4,0,1,0,0,0,0,1
23.7,86,0.6,0.7,0,0,0,0,0,1,0
22.1,89,0,0.5,0,0,0,0,0,0,0
23.6,86,0,0.6,0,0,0,0,0,0,0
23.5,86,0.2,0.5,0,0,0,0,0,1,0
23.2,86,1,0.2,1.75,0,0,0,0,1,0
22.1,90,5.6,0.3,17.75,0,0,0,0,1,0
21.9,83,0.2,0.3,11.75,0,0,0,0,1,0
21.2,81,0,0.4,3.75,0,0,0,0,0,0
20.4,78,0.2,0.5,0,0,0,0,0,1,0
20.3,78,0,0.4,0,0,0,0,0,0,1
19.9,80,0,0.4,0,0,0,0,1,0,1
19.5,78,0,0.3,0,0,0,0,1,0,1
20.5,79,0,0.5,0,0,0,0,0,0,1
21.2,82,0.6,0.3,0,0,0,0,0,1,0
21.2,80,0,0.4,0,0,0,0,0,0,1
20.7,82,0,0.3,2.33,0,0,0,0,0,0
20.9,81,0,0.2,7.58,0,0,0,0,0,0
20.1,84,0,0.2,1.42,0,0,0,0,0,0
21.1,80,0.2,0.3,0.17,0,0,0,0,1,0
22.1,82,0.2,0.3,0,0,0,0,0,1,0
23.3,86,0,0.1,0,0,0,0,0,0,0
23.9,88,0,0.1,0,0,0,0,0,0,0
24.2,87,6,0.2,5.33,1,0,0,0,1,0
24,92,0.6,0,11.92,1,0,0,0,0,0
24.3,86,0.2,0,0,1,0,0,0,1,0
23.1,85,0.2,0.1,0.08,0,0,0,0,1,0
23.5,85,0.2,0.1,0.17,0,0,0,0,1,0
23.1,90,0.8,0.1,16.17,0,0,0,0,1,0
23.7,85,0.2,0.1,8.58,0,0,0,0,1,0
22.6,81,0,0.1,0.5,0,0,0,0,0,0
21,76,0,0.1,0,0,0,0,0,0,1
19.8,79,0,0.2,0,0,0,0,1,0,1
20.5,79,0.2,0.2,0,0,0,0,0,1,0
20.3,82,0.4,0,0,0,0,0,0,1,0
20.3,80,0,0.2,0,0,0,0,0,0,1
19.4,80,0,0.3,0,0,0,0,1,0,1
18.4,79,0,0.3,0,0,0,0,1,0,1
18,79,0,0.2,0.25,0,0,0,1,0,1
17.8,79,0,0.1,2.25,0,0,0,1,0,1
18.9,78,0.2,0,0,0,0,0,1,0,0
19.2,78,0,0.1,0,0,0,0,1,0,1
20.5,81,0,0.1,0,0,0,0,0,0,0
20.3,84,0,0.2,0,0,0,0,0,0,0
18.8,79,0,0.2,0,0,0,0,1,0,1
17.5,79,0.2,0.2,0,0,0,0,1,0,0
16.9,74,0,0.4,0,0,0,0,1,0,1
16.6,74,0,0.1,0.08,0,0,0,1,0,1
17.4,74,0,0.1,0,0,0,0,1,0,1
16.9,75,0,0.2,0,0,0,0,1,0,1
16.2,80,0,0.2,0,0,0,0,1,0,1
17.6,83,0,0.3,0,0,0,0,1,0,0
17.7,84,0,0.3,0,0,0,0,1,0,0
18,82,0,0.4,0,0,0,0,1,0,0
18.4,81,0,0.1,0,0,0,0,1,0,0
19.6,79,0,0.1,0,0,0,0,1,0,1
19.7,80,0.2,0.1,0.17,0,0,0,1,0,0
19.6,76,0,0.1,0,0,0,0,1,0,1
19.1,74,0,0.1,0,0,0,0,1,0,1
19,76,0,0.1,0,0,0,0,1,0,1
19.2,76,0,0,0,0,0,0,1,0,1
18.3,76,0,0,0,0,0,0,1,0,1
17.9,75,0,0.1,0,0,0,0,1,0,1
18,77,0,0,0,0,0,0,1,0,1
18.7,77,0,0,0,0,0,0,1,0,1
19,75,0,0.1,0,0,0,0,1,0,1
18.6,75,0,0.1,0,0,0,0,1,0,1
18,79,0,0.2,0,0,0,0,1,0,1
18.2,80,0,0.3,0,0,0,0,1,0,1
18.6,77,0,0.2,0,0,0,0,1,0,1
18.4,78,0,0.1,0,0,0,0,1,0,1
18.7,79,0,0.1,0,0,0,0,1,0,1
19.4,76,0,0.1,0,0,0,0,1,0,1
19.6,76,0,0.1,0,0,0,0,1,0,1
19.6,77,0,0,0,0,0,0,1,0,1
20.2,73,0,0,0,0,0,0,0,0,1
19.9,71,0.2,0,0,0,0,0,1,0,0
18.3,71,0,0.2,0,0,0,0,1,0,1
18.1,75,0,0.2,0,0,0,0,1,0,1
19.8,74,0,0.1,0,0,0,0,1,0,1
20.9,71,0,0,0,0,0,0,0,0,1
20.4,69,0,0,0,0,1,0,0,0,1
20.7,67,0,0,0,0,1,0,0,0,1
19.7,69,0,0,0,0,1,0,0,0,1
20,71,0,0.1,0,0,0,0,1,0,1
20.9,77,0,0.2,0,0,0,0,0,0,1
20.8,73,0,0.1,0,0,0,0,0,0,1
20.6,72,0.2,0.2,0,0,0,0,0,1,0
21.8,70,0,0.3,0,0,1,0,0,0,1
21.8,74,0,0,0,0,0,0,0,0,1
23.6,67,0,0.2,0,0,1,0,0,0,1
22.4,72,0,0.1,0,0,0,0,0,0,1
22.3,70,0,0.1,0,0,1,0,0,0,1
22,65,0,0.1,0,0,1,0,0,0,1
21.8,66,0,0.1,0,0,1,0,0,0,1
20.3,67,0,0.1,0,0,1,0,0,0,1
21.3,69,0,0.1,0,0,1,0,0,0,1
21,66,0.4,0,0,0,1,0,0,1,0
20.6,65,0,0.1,0,0,1,0,0,0,1
20.4,67,0,0.2,0,0,1,0,0,0,1
21.8,70,0,0,0,0,1,0,0,0,1
22.2,66,0,0.1,0,0,1,0,0,0,1
21.3,68,0,0.1,0,0,1,0,0,0,1
21.9,73,0,0.1,0,0,0,0,0,0,1
21.4,71,0.2,0.2,0,0,0,0,0,1,0
19.5,69,0,0.1,0,0,1,0,0,0,1
20.1,70,0,0.1,0,0,1,0,0,0,1
21,68,0,0.1,0,0,1,0,0,0,1
21.2,68,0,0.2,0,0,1,0,0,0,1
21.4,67,0,0.2,0,0,1,0,0,0,1
21.6,70,0,0.5,0,0,1,0,0,0,1
23.6,60,0,0.4,0,0,1,1,0,0,1
22.3,63,0,0.2,0,0,1,0,0,0,1
21.9,62,0,0.2,0,0,1,0,0,0,1
21.5,59,0,0.3,0,0,0,1,0,0,0
22.5,58,0,0.1,0,0,0,1,0,0,0
22.5,64,0,0.1,0,0,1,0,0,0,1
22.3,62,0,0.1,0,0,1,0,0,0,1
22.8,60,0,0.2,0,0,1,1,0,0,1
23,59,0,0.1,0,0,0,1,0,0,0
22.5,61,0,0.1,0,0,1,0,0,0,1
21.5,69,0,0.1,0,0,1,0,0,0,1
22.5,65,0,0.2,0,0,1,0,0,0,1
23.2,59,0.4,0.2,0,0,0,0,0,1,0
23.9,55,0,0.1,0,0,0,1,0,0,0
24,53,0,0.1,0,0,0,1,0,0,0
23.3,54,0,0.1,0,0,0,1,0,0,0
22.4,52,0,0.2,0,0,0,1,0,0,0
22.5,49,0,0.1,0,0,0,1,0,0,0
22.7,50,0,0.2,0,0,0,1,0,0,0
24.4,54,0,0.1,0,0,0,1,0,0,0
25.6,54,0,0.1,0,0,0,1,0,0,0
24.2,64,0.2,0.1,0,0,1,0,0,1,0
23.6,60,0,0.2,0,0,1,1,0,0,1
23.8,53,0,0.2,0,0,0,1,0,0,0
24.1,55,0,0.3,0,0,0,1,0,0,0
26.8,52,0,0.2,0,0,0,1,0,0,0
26.4,51,0,0.2,0,0,0,1,0,0,0
27.1,52,0,0.1,0,0,0,1,0,0,0
27.4,50,0,0.2,0,0,0,1,0,0,0
27.3,51,0,0.1,0,0,0,1,0,0,0
26.2,57,0,0.2,0,0,0,1,0,0,0
26.5,55,0,0.1,0,0,0,1,0,0,0
26.2,51,0,0.1,0,0,0,1,0,0,0
26.2,48,0,0.1,0,0,0,1,0,0,0
25.8,47,0.4,0.1,0,0,0,0,0,1,0
26.7,46,0,0.2,0,0,0,1,0,0,0
27.3,47,0,0.2,0,0,0,1,0,0,0
27.5,45,0,0.2,0,0,0,1,0,0,0
28,50,0,0.1,0,0,0,1,0,0,0
28.6,67,0,0.1,0,0,0,0,0,0,1
29.7,62,0,0.1,0,0,0,0,0,0,1
29.2,53,0,0.3,0,0,0,1,0,0,0
28.5,44,0,0.1,0,0,0,0,0,0,0
28.5,41,0,0.1,0,0,0,0,0,0,0
28.6,40,0,0.1,0,0,0,0,0,0,0
29.1,51,0,0,0,0,0,1,0,0,0
30.1,61,0,0,0,0,0,0,0,0,1
29.1,50,0,0,0,0,0,1,0,0,0
28.7,47,0,0.1,0,0,0,1,0,0,0
29.3,47,0,0,0,0,0,1,0,0,0
28.9,47,0,0,0,0,0,1,0,0,0
27.7,48,0.4,0,0,0,0,0,0,1,0
28.1,45,0,0,0,0,0,1,0,0,0
28.4,48,0,0.1,0,0,0,1,0,0,0
27.8,51,1.6,0.2,4.08,0,0,0,0,1,0
26.1,62,0.6,0.4,10.58,0,0,0,0,1,0
28.1,56,0,0.3,7.33,0,0,1,0,0,0
29.2,58,0,0.4,3.33,0,0,1,0,0,0
29.1,54,0,0.7,4.08,0,0,1,0,0,0
29.1,53,0,0.6,0,0,0,1,0,0,0
29.4,53,0,0.2,0,0,0,1,0,0,0
28.1,48,0,0.3,0.17,0,0,1,0,0,0
27.4,37,0,0.4,0,0,0,0,0,0,0
28.2,33,0,0.4,0,0,0,0,0,0,0
28.8,40,0,0.3,0,0,0,0,0,0,0
30,37,0,0.5,0,0,0,0,0,0,0
31.2,42,0,0.4,0,0,0,0,0,0,0
31.5,48,0,0.2,0,0,0,1,0,0,0
31.9,50,0,0.3,0,0,0,1,0,0,0
32,47,0,0.4,0,0,0,1,0,0,0
31.2,51,0,0.4,0,0,0,1,0,0,0
31.4,50,0,0.4,0,0,0,1,0,0,0
31.8,49,0,0.5,0,0,0,1,0,0,0
30.7,56,0,0.4,0,0,0,1,0,0,0
30.4,53,0,0.3,0,0,0,1,0,0,0
30.6,61,0,0.3,1.25,0,0,0,0,0,1
30.2,63,0,0.4,0,0,0,0,0,0,1
29.1,62,0,0.6,0,0,0,0,0,0,1
29.1,64,0,0.5,0,0,0,0,0,0,1
29.3,62,0,0.5,0,0,0,0,0,0,1
29,61,0.6,0.3,0,0,0,0,0,1,0
28.9,55,0,0.4,0,0,0,1,0,0,0
28.7,61,1.2,0.4,0,0,0,0,0,1,0
28.5,60,0.2,0.5,0,0,0,1,0,1,0
28,58,0,0.5,0,0,0,1,0,0,0
28.2,59,0,0.5,0,0,0,1,0,0,0
29.6,62,0,0.4,0,0,0,0,0,0,1
28.5,66,0,0.4,0,0,0,0,0,0,1
29.1,66,0,0.4,0,0,0,0,0,0,1
28.8,66,0,0.4,0,0,0,0,0,0,1
28.8,63,0,0.4,0,0,0,0,0,0,1
29,67,0,0.4,0,0,0,0,0,0,1
26.9,78,6.6,0.2,8.75,0,0,0,0,1,0
28.7,71,0,0.3,7.33,0,0,0,0,0,1
29.2,62,0,0.3,0,0,0,0,0,0,1
29.3,60,0,0.4,0,0,0,1,0,0,1
28.9,63,0,0.4,0,0,0,0,0,0,1
27.4,72,0,0.3,0,0,0,0,0,0,1
27.1,74,0,0.2,2.33,0,0,0,0,0,1
28.8,68,0.4,0.2,0,0,0,0,0,1,0
29.9,68,2.2,0.2,2.92,0,0,0,0,1,0
27.9,76,0.2,0.1,7.58,0,0,0,0,1,0
27.1,80,0.2,0.1,4.08,1,0,0,0,1,0
27.4,77,0,0.5,0,0,0,0,0,0,1
27.6,80,4.8,0.2,2.33,1,0,0,0,1,0
28.1,79,2.2,0.2,10.42,0,0,0,0,1,0
29.1,78,0.4,0.3,7.42,0,0,0,0,1,0
28.2,79,2.2,0.4,5.17,0,0,0,0,1,0
28.5,81,0.4,0.2,8.92,1,0,0,0,1,0
28,84,0,0.2,7.42,1,0,0,0,0,0
28.5,80,0,0.3,0,1,0,0,0,0,1
28.5,78,0,0.2,0,0,0,0,0,0,1
28.3,79,0,0.4,0,0,0,0,0,0,1
27,87,1.4,0.1,6.08,1,0,0,0,1,0
25.6,94,14.2,0.1,15.67,1,0,0,0,0,0
26.7,90,2,0.2,11.08,1,0,0,0,1,0
26.8,85,0,0.3,0,1,0,0,0,0,0
25.6,90,1.6,0.4,4.33,1,0,0,0,1,0
25.9,90,0,0.3,8.17,1,0,0,0,0,0
26.6,85,0.4,0.1,0,1,0,0,0,1,0
26.1,89,10.2,0.1,7.08,1,0,0,0,1,0
25.9,90,2.4,0.1,10.42,1,0,0,0,1,0
25.2,96,27.8,0.1,5.75,0,0,0,0,0,0
24.3,97,51.4,0.1,0.83,0,0,0,0,0,0
23.3,99,11,0.3,2,0,0,0,0,0,0
24.5,97,6.4,0.2,0.75,0,0,0,0,0,0
24.7,96,3.4,0,2.25,0,0,0,0,0,0
24.3,97,1.8,0.1,0,0,0,0,0,0,0
24.2,97,8.4,0,0,0,0,0,0,0,0
24.4,97,12.4,0.1,1.33,0,0,0,0,0,0
23.4,99,18.8,0,0,0,0,0,0,0,0
23.3,99,26.2,0.1,0,0,0,0,0,0,0
23.5,99,35.8,0.2,0,0,0,0,0,0,0
24.7,96,3.6,0.4,0,0,0,0,0,0,0
25.2,94,2.2,0.3,0,1,0,0,0,0,0
24.3,97,4.2,0.3,0.25,0,0,0,0,0,0
25.5,92,0,0.4,0.92,1,0,0,0,0,0
24.4,95,1.2,0.3,5.5,1,0,0,0,0,0
24.1,96,2,0.2,13.67,0,0,0,0,0,0
24.7,94,0.2,0.4,2.92,1,0,0,0,0,0
25.5,91,0,0.3,0,1,0,0,0,0,0
25.7,90,0,0.4,0,1,0,0,0,0,0
25.6,91,0,0.3,0,1,0,0,0,0,0
25.4,90,0.4,0.3,5.42,1,0,0,0,1,0
25.4,91,0,0.2,9.25,1,0,0,0,0,0
25.6,90,0.4,0.2,4.58,1,0,0,0,1,0
26.2,88,0.6,0.1,6.08,1,0,0,0,1,0
26.2,88,0.6,0.1,4.17,1,0,0,0,1,0
25.6,88,0.2,0.1,6.83,1,0,0,0,1,0
24.5,91,0.2,0.1,0,1,0,0,0,0,0
25.2,85,0,0.1,0,1,0,0,0,0,0
26.2,83,0,0.1,0,1,0,0,0,0,0
26.3,81,0,0.1,0,1,0,0,0,0,0
25.5,86,2.6,0.1,5.58,1,0,0,0,1,0
26.7,84,0,0,0,1,0,0,0,0,0
25.8,92,18.4,0.1,15.17,1,0,0,0,0,0
25,95,8.4,0,16.75,1,0,0,0,0,0
25.4,93,0,0.1,13,1,0,0,0,0,0
24.3,94,0.2,0.1,9.33,1,0,0,0,0,0
25.1,92,0.2,0.1,0.75,1,0,0,0,0,0
25.7,87,0,0.1,0.5,1,0,0,0,0,0
26,88,0,0,0,1,0,0,0,0,0
25,92,0.8,0,7.25,1,0,0,0,0,0
24.9,91,1,0.1,5.17,1,0,0,0,0,0
24.4,94,0.2,0.2,0.25,1,0,0,0,0,0
23.4,98,10.8,0.1,13.17,0,0,0,0,0,0
23.5,98,4,0.1,17,0,0,0,0,0,0
24,96,1.2,0.1,13.75,0,0,0,0,0,0
22.8,99,5.6,0.1,20.75,0,0,0,0,0,0
23.7,97,1.6,0.4,10.42,0,0,0,0,0,0
24.5,95,1.6,0.3,8.25,1,0,0,0,0,0
24.7,93,0.2,0.3,8.5,1,0,0,0,0,0
23.9,96,1.6,0.1,12.67,0,0,0,0,0,0
23.9,95,2.6,0.1,12.33,0,0,0,0,0,0
24.4,93,0.4,0.2,5.75,1,0,0,0,0,0
24.2,93,0,0.1,0,1,0,0,0,0,0
24.2,93,0.8,0.1,0.58,1,0,0,0,0,0
24,93,0.2,0.1,0.42,1,0,0,0,0,0
24.1,93,0.4,0.1,5.67,1,0,0,0,0,0
23.8,94,2.4,0.1,11.25,0,0,0,0,0,0
24.3,93,0.6,0.2,6.92,1,0,0,0,0,0
24.7,92,1.2,0,0.83,1,0,0,0,0,0
24.1,90,0.4,0.1,9.5,1,0,0,0,1,0
24.5,90,0.2,0.1,9.17,1,0,0,0,1,0
25,88,0.4,0.1,0,1,0,0,0,1,0
25.4,86,0,0,0.67,1,0,0,0,0,0
24.7,93,16,0.1,8.42,1,0,0,0,0,0
24.9,95,1.4,0.1,10.25,1,0,0,0,0,0
25.2,95,14.6,0,14.08,1,0,0,0,0,0
24.9,96,3,0,15.25,0,0,0,0,0,0
24.2,96,5,0,11.58,0,0,0,0,0,0
24.4,95,0.2,0.2,0,1,0,0,0,0,0
24.6,94,0,0.1,4.83,1,0,0,0,0,0
24.8,93,0.2,0.1,5.83,1,0,0,0,0,0
25.7,88,0.4,0,4.83,1,0,0,0,1,0
24.9,92,0.4,0.2,8.92,1,0,0,0,0,0
24.9,95,0.6,0.1,2.25,1,0,0,0,0,0
24.9,95,0,0.1,8.42,1,0,0,0,0,0
25,92,0.2,0.2,4.25,1,0,0,0,0,0
24.1,96,1.4,0.1,17.75,0,0,0,0,0,0
25.3,86,0,0.1,9.17,1,0,0,0,0,0
24.9,87,0,0,7.25,1,0,0,0,0,0
25.4,84,0,0,8.17,1,0,0,0,0,0
24.5,94,3,0,13.67,1,0,0,0,0,0
25,93,0.4,0,13.08,1,0,0,0,0,0
25.1,92,32,0.1,15.17,1,0,0,0,0,0
25,92,0,0,9.25,1,0,0,0,0,0
24.8,89,0,0,8.83,1,0,0,0,0,0
25.4,87,0,0.1,9,1,0,0,0,0,0
24.5,91,0.6,0.1,13.58,1,0,0,0,0,0
23.8,98,33.6,0,15.33,0,0,0,0,0,0
24.8,93,8.2,0,0,1,0,0,0,0,0
24.8,91,0,0.1,0,1,0,0,0,0,0
24.5,90,0,0.2,0,1,0,0,0,0,0
23.6,94,0.2,0.1,9.92,0,0,0,0,0,0
24.4,93,0.4,0.2,10.33,1,0,0,0,0,0
25.1,92,0,0.1,3.75,1,0,0,0,0,0
24.7,92,0.2,0.3,7.92,1,0,0,0,0,0
24.7,84,0,0.4,4.42,1,0,0,0,0,0
25.2,90,0,0.1,7.92,1,0,0,0,0,0
24.2,96,8.8,0,7.33,0,0,0,0,0,0
25.5,87,0,0,9.25,1,0,0,0,0,0
25.5,84,0,0.2,10.83,1,0,0,0,0,0
25.1,77,0.4,0.3,10.67,0,0,0,0,1,0
25,78,0,0.1,9.67,0,0,0,0,0,1
25.6,79,0,0.1,9.08,0,0,0,0,0,1
25.8,76,0,0.1,8.92,0,0,0,0,0,1
25.4,76,0,0.1,8.5,0,0,0,0,0,1
26,77,0,0.1,6.5,0,0,0,0,0,1
26.2,77,0,0.1,4.08,0,0,0,0,0,1
25.5,82,0,0.1,0,1,0,0,0,0,0
24.7,83,0,0,5.75,1,0,0,0,0,0
25.6,76,0,0.4,8.67,0,0,0,0,0,1
26.3,73,0,0.4,6.5,0,0,0,0,0,1
27.6,71,0,0.2,7.17,0,0,0,0,0,1
